id товара,наименование,ссылка на товар,регулярная цена,промо цена,бренд
1015472,"
		                Science Plan Perfect Weight сухой корм для кошек, склонных к набору веса, с курицей, 1,5кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Korm_dlya_koshek_Hills_idelnyy_ves_s_kuritsey.html?offer=31170,Отсутствует,1328₽,Hill's
1050321,"
		                OCEAN CAT корм сухой для взрослых кошек, с сельдью, тыквой и апельсином, 1,5кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/farmina-n-d-oushen-ket-seld-tykva-i-apelsin-dlya-vzroslyh-koshek-300g.html?offer=137193,Отсутствует,2915₽,Farmina
1048578,"
		                Nature Elements сухой корм для взрослых кошек для здоровья кожи и шерсти с индейкой, 1,4 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pro-plan-natel-koshka-pishch-ind-10x200g.html?offer=131692,1935,1548₽,Pro Plan ®
1053743,"
		                Сухой корм для взрослых кошек с чувствительным пищеварением с ягненком, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-yagnenkom.html?offer=146241,Отсутствует,1567₽,AlphaPet
1020331,"
		                Kitten Maine Coon корм для котят породы мейн-кун в возрасте до 15 месяцев, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_suhoy_korm_dlya_kotyat_krupnyh_porod_Meyn_Kun_s_ptitsey.html?offer=43043,Отсутствует,2699₽,Royal Canin
1000015,"
		                Original сухой корм для взрослых кошек для поддержания здоровья почек с курицей, 400 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Pro_Plan_Adult_suhoy_korm_dlya_koshek_kuritsaris.html?offer=41888,1757,525₽,Pro Plan ®
1052489,"
		                Корм для стерилизованных кошек с лососем, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-dlya-sterilizovannyh-koshek-s-lososem.html?offer=142898,Отсутствует,879₽,DELICANA
1053758,"
		                Корм сухой для взрослых кошек, мясной рацион, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-myasnoy-racion.html?offer=146268,Отсутствует,999₽,Sirius
1003601,"
		                Original сухой корм для котят с курицей, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Pro_Plan_Kitten_suhoy_korm_dlya_kotyat_kuritsaris.html?offer=41890,Отсутствует,1765₽,Pro Plan ®
1052545,"
		                Prescription Diet c-d Multicare Stress сухой корм для кошек для уменьшения стресса с океанической рыбой, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pd-c-d-korm-d-kosh-stress-ryba-6h400g.html?offer=143075,2709,2438₽,Hill's
1054473,"
		                Veterinary Diets NF Renal Function Advanced care (Поздняя стадия) сухой корм для взрослых кошек для поддержания функции почек при хронической почечной недостаточности, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/veterinary-diets-nf-suhoy-korm-advanced-care-dlya-podderzhaniya-funkcii-pochek-na-pozdney-stadii-1-5kg.html?offer=148056,Отсутствует,3069₽,Purina
1027899,"
		                Indoor корм для домашних кошек с низкой физической активностью, с курицей, 400 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/monge-cat-indoor-korm-dlya-domashnih-koshek-400g.html?offer=81105,Отсутствует,487₽,Monge
1049922,"
		                Корм сухой для котят с цыпленком и рисом, 1 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-s-cyplenkom-i-risom.html?offer=135828,Отсутствует,689₽,UnoCat
1004602,"
		                Prescription Diet l/d Liver Care сухой корм для кошек, с курицей, 1,5кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_LD_dieticheskiy_suhoy_korm_dlya_koshek_pri_zabolevaniyah_pecheni_1004602.html?offer=42600,Отсутствует,2777₽,Hill's
1031341,"
		                Prescription Diet c/d Multicare Stress and Metabolic Сухой диетический корм для кошек при профилактике цистита, вызванного стрессом и способствует снижению и контролю веса, с курицей, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/hills-suh-1-5kg-dlya-koshek-metabolik-stress.html?offer=89553,Отсутствует,2700₽,Hill's
1039283,"
		                Exigent Корм сухой для привередливых кошек, с ягненком, 1.5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-priveredlivyh-koshek-s-yagnenkom.html?offer=110852,Отсутствует,1199₽,Wellkiss
1054142,"
		                Sterilised сухой корм для взрослых кошек для стерилизованных с говядиной и пшеницей, 3 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-govyadina-i-pshenica.html?offer=147245,1685,1432₽,Purina One
1050327,"
		                OCEAN CAT корм сухой для взрослых кошек, с треской, спельтой, овсом и апельсином, 1,5кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/farmina-n-d-oushen-ket-treska-spelta-oves-i-apelsin-dlya-vzroslyh-koshek-300g.html?offer=137205,Отсутствует,2915₽,Farmina
1051390,"
		                Корм сухой для взрослых кошек лосось, 2кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-losos.html?offer=139523,Отсутствует,1089₽,Brit
1053731,"
		                WOW Сухой корм для взрослых кошек с говядиной и печенью, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-govyadinoy-i-pechenyu.html?offer=146221,Отсутствует,859₽,AlphaPet
1042266,"
		                LiveClear Sterilised сухой корм для взрослых кошек для снижения количество аллергенов в шерсти с лососем, 1,4 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-pro-plan-liveclear-dlya-sterilizovannyh-koshek-i-kastrirovannyh-kotov-ot-1-goda-s-vysokim-soderzhaniem-lososya-paket-1-4-kg.html?offer=117443,Отсутствует,1836₽,Pro Plan ®
1015901,"
		                Veterinary Diets HP ST/OX Hepatic сухой корм для взрослых кошек для поддержания функции печени при хронической печеночной недостаточности, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Purina_Veterinary_Diets_HP_dieticheskiy_suhoy_korm_dlya_koshek_patologiya_pecheni_15_kg_1015901.html?offer=48533,Отсутствует,3069₽,Purina
1002270,"
		                Сухой корм полнорационный диетический Veterinary Diets DM St/Ox Diabetes Management для взрослых кошек для регуляции поступления глюкозы (при сахарном диабете) с низким уровнем сахаров (моно- и дисахаридов) 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Purina_Veterinary_Diets_DM_dieticheskiy_suhoy_korm_dlya_koshek_pri_diabete_pak__15kg_1002270.html?offer=42542,Отсутствует,3069₽,Purina
1048572,"
		                Nature Elements сухой корм для взрослых кошек для стерилизованных с курицей, 1,4 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/proplan-suh-1-4kg-d-kosh-nat-steril-kur.html?offer=131685,1935,1548₽,Pro Plan ®
1027319,"
		                Urinary Care корм для взрослых кошек в целях профилактики мочекаменной болезни, 2 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-royal-kanin-dlya-koshek-urinari-pak-2-kg.html?offer=79958,Отсутствует,2935₽,Royal Canin
1053738,"
		                Сухой корм для взрослых кошек с говядиной и печенью, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-govyadinoy-i-pechenyu1.html?offer=146232,Отсутствует,1529₽,AlphaPet
1043173,"
		                Vet Life Neutered Male диетический сухой корм для стерилизованных котов, с курицей, 400г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/vet-life-natural-diet-cat-neutered-male-400-gr.html?offer=119995,Отсутствует,635₽,Farmina
1037142,"
		                Сухой корм Hills Science Plan для котят для здорового роста и развития, с тунцом, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_suhoy_korm_dlya_kotyat_i_beremennyh_koshek_tunets.html?offer=104607,Отсутствует,1314₽,Hill's
1053734,"
		                WOW Сухой корм для взрослых кошек с уткой, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-utkoy.html?offer=146226,Отсутствует,835₽,AlphaPet
1030239,"
		                Sterilised сухой корм для взрослых кошек для поддержания органов чувств у стерилизованных с лососем, 400 г	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/proplan-suh-400g-dlya-sterilizovannyh-koshek-chuvstvitelnoe-pishchevarenie-s.html?offer=86133,1957,575₽,Pro Plan ®
1033922,"
		                Delicate сухой корм для пожилых кошек при чувствительном пищеварении с индейкой, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/proplan-suh-1-5kg-dlya-koshek-dlya-chuvstvitelnogo-pishchevareniya-7-sindeykoy.html?offer=93834,1755,1492₽,Pro Plan ®
1030636,"
		                Science Plan Urinary Sterilised сухой корм для взрослых кошек, стерилизованных и склонных к МКБ, 1,5кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/science-plan-sterilised-cat-urinary-health-korm-dlya-sterilizovannyhkoshek-s-kuricey.html?offer=86952,Отсутствует,2385₽,Hill's
1027297,"
		                Science Plan Hairball Control сухой корм для кошек старше 7 лет для выведения шерсти, с курицей, 1,5кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/hills-senior-hairball-control-dlya-pozhilyh-koshek-vyvod-shersti-iz-zheludka.html?offer=79925,Отсутствует,2655₽,Hill's
1052536,"
		                Prescription Diet Metabolic сухой корм для кошек для снижения и контроля веса с курицей, 3 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pd-meta-korm-d-kosh-korrek-vesa-3kg.html?offer=143061,Отсутствует,4465₽,Hill's
1037153,"
		                Сухой корм Hills Science Plan для котят для здорового роста и развития, с курицей, 3 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-hills-science-plan-dlya-kotyat-dlya-zdorovogo-rosta-i-razvitiya-s-kuricey-3-kg.html?offer=104627,Отсутствует,2475₽,Hill's
1053759,"
		                Корм сухой для котят, с индейкой, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-s-indeykoy.html?offer=146270,Отсутствует,1029₽,Sirius
1045493,"
		                Sterilised корм для стерилизованных кошек с треской, 1.5кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-dlya-sterilizovannyh-koshek-s-treskoy.html?offer=125971,Отсутствует,1727₽,Monge
1018448,"
		                Adult Сухой корм для взрослых кошек, с лососем, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Wellkiss_korm_suhoy_dlya_vzroslyh_koshek_sososem.html?offer=49573,Отсутствует,1199₽,Wellkiss
1037606,"
		                Skin & Coat сухой корм для стерилизованных кошек с чувствительной кожей и шерстью, 1,5 кг	                ",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-skin-end-koat.html?offer=105703,Отсутствует,2245₽,Royal Canin
